,city,Lat,lon,max temp,Humidity,Cloudiness,wind speed,country,date
357,‘Āhuimanu,21.4447,-157.8378,74.34,68,100,17.45,US,1583625600
358,Tuatapere,-46.1333,167.6833,57.96,98,100,2.62,NZ,1583625600
359,Portland,45.5234,-122.6762,47.53,58,96,3.62,US,1583625600
360,Bānka,24.8833,86.9167,66.79,77,11,4.9,IN,1583625600
361,Havelock,34.8791,-76.9013,44.11,63,0,4.94,US,1583625600
362,Dakoro,14.5106,6.765,77.13,10,0,7.0,NE,1583625600
363,Okhotsk,59.3833,143.3,1.33,86,100,1.72,RU,1583625600
364,Ahipara,-35.1667,173.1667,69.75,68,0,11.81,NZ,1583625600
365,Abhā,18.2164,42.5053,69.87,63,0,1.28,SA,1583625600
366,Turtucaia,44.05,26.6167,54.37,77,95,9.44,BG,1583625600
367,Staryy Nadym,65.6118,72.6842,26.38,88,99,18.34,RU,1583625600
368,Wenling,28.3669,121.36,55.08,93,100,6.62,CN,1583625600
369,Tolmezzo,46.4075,13.0175,37.35,71,37,8.28,IT,1583625600
370,Sittwe,20.15,92.9,67.86,79,0,8.43,MM,1583625600
371,Khovd,48.0056,91.6419,-0.17,60,74,3.98,MN,1583625600
372,Port-Gentil,-0.7193,8.7815,80.35,73,100,11.92,GA,1583625600
373,Dunedin,-45.8742,170.5036,59.61,93,100,6.49,NZ,1583625600
374,Joshīmath,30.5667,79.5667,24.33,67,65,9.69,IN,1583625600
375,Røros,62.5747,11.3842,30.34,91,95,16.04,NO,1583625600
376,Anadyr,64.75,177.4833,-12.39,93,5,6.02,RU,1583625600
377,Luleå,65.5842,22.1547,23.4,85,100,9.82,SE,1583625600
378,Puerto Ayacucho,5.6639,-67.6236,89.37,68,71,1.57,VE,1583625600
379,Petauke,-14.2426,31.3253,66.45,85,0,10.76,ZM,1583625600
380,Florence,43.7667,11.25,43.57,93,54,5.75,IT,1583625600
381,Kifrī,34.6959,44.9661,58.08,64,24,10.29,IQ,1583625600
382,Wewak,-3.5534,143.6268,83.88,71,99,3.31,PG,1583625600
383,Ayan,56.45,138.1667,5.99,90,100,2.73,RU,1583625600
384,Paita,-5.0892,-81.1144,79.57,73,96,11.07,PE,1583625600
385,Ajdabiya,30.7554,20.2263,66.47,61,53,3.56,LY,1583625600
386,Olafsvik,64.8945,-23.7142,29.71,61,100,15.19,IS,1583625600
387,Aiken,33.5835,-81.5998,49.73,50,0,4.52,US,1583625600
388,Teacapan,22.55,-105.75,81.68,39,90,5.79,MX,1583625600
389,Mayo,38.8876,-76.5119,42.84,47,0,5.73,US,1583625600
390,Bogalusa,30.791,-89.8487,54.54,60,100,3.91,US,1583625600
391,Finschhafen,-6.6024,147.8681,84.36,72,100,5.79,PG,1583625600
392,Luau,-10.7073,22.2247,67.42,97,100,3.83,AO,1583625600
393,Waddān,29.1614,16.139,58.78,76,17,16.69,LY,1583625600
394,Manokwari,-0.8667,134.0833,75.36,79,100,1.39,ID,1583625600
395,Palmer,42.1584,-72.3287,30.11,49,1,5.41,US,1583625600
396,Nabire,-3.3667,135.4833,81.75,76,100,0.56,ID,1583625600
397,Mashhad,36.297,59.6062,33.01,56,0,7.16,IR,1583625600
398,Kangaatsiaq,68.3065,-53.4641,1.92,93,100,7.7,GL,1583625600
399,Astoria,46.1879,-123.8313,43.43,73,74,4.52,US,1583625600
400,Morón,-34.6534,-58.6198,81.25,60,37,11.74,AR,1583625600
401,Bahía Honda,22.9036,-83.1592,68.45,74,68,17.47,CU,1583625600
402,Aksu,41.1231,80.2644,37.42,34,78,2.66,CN,1583625600
403,College,64.8569,-147.8028,14.45,91,100,2.62,US,1583625600
404,Bambanglipuro,-7.95,110.2833,75.78,84,100,0.96,ID,1583625600
405,Dickinson,29.4608,-95.0513,58.69,70,97,12.33,US,1583625600
406,Bajil,15.0584,43.2851,72.57,82,98,3.67,YE,1583625600
407,Umluj,25.0213,37.2685,67.17,18,0,10.96,SA,1583625600
408,Dongzhen,22.3797,110.9389,69.53,91,66,2.93,CN,1583625600
409,Khartoum,15.5518,32.5324,82.8,9,46,18.68,SD,1583625600
410,Okha,53.5739,142.9478,21.51,93,99,7.72,RU,1583625600
411,Kotkhai,31.1167,77.5333,32.25,89,7,3.71,IN,1583625600
412,Muros,42.7762,-9.0603,48.47,89,39,8.88,ES,1583625600
413,Mitú,1.1983,-70.1733,74.59,97,99,2.68,CO,1583625600
414,Sorong,-0.8833,131.25,74.39,97,100,5.46,ID,1583625600
415,Danilov,58.1908,40.1717,38.73,97,100,7.96,RU,1583625600
416,Piaçabuçu,-10.4056,-36.4344,81.25,74,80,8.28,BR,1583625600
417,Lompoc,34.6391,-120.4579,56.48,65,54,6.91,US,1583625600
418,Austin,30.2672,-97.7431,58.17,69,100,5.91,US,1583625600
419,Talnakh,69.4865,88.3972,-2.34,79,100,6.06,RU,1583625600
420,Hailar,49.2,119.7,4.98,87,100,8.86,CN,1583625600
421,Gigmoto,13.7796,124.39,81.03,84,61,8.61,PH,1583625600
422,Turinsk,58.0458,63.696,28.08,90,99,14.61,RU,1583625600
423,Omsukchan,62.5333,155.8,-4.41,86,0,6.29,RU,1583625600
424,Assiniboia,49.6334,-105.9845,39.09,90,100,6.49,CA,1583625600
425,Mendes,-22.5267,-43.7328,68.95,95,49,1.68,BR,1583625600
426,Maceió,-9.6658,-35.7353,82.47,74,100,11.21,BR,1583625600
427,Tarauacá,-8.1614,-70.7656,74.39,97,100,3.2,BR,1583625600
428,South Daytona,29.1658,-81.0045,53.46,63,19,9.91,US,1583625600
429,Fortuna Foothills,32.6578,-114.4119,80.71,20,56,5.88,US,1583625600
430,Kuytun,54.3419,101.5036,-13.97,98,56,2.01,RU,1583625600
431,Kysyl-Syr,63.8986,122.7617,-18.49,93,100,9.08,RU,1583625600
432,Cockburn Town,21.4612,-71.1419,76.6,83,8,24.56,TC,1583625600
433,Itaituba,-4.2761,-55.9836,76.26,96,93,1.39,BR,1583625600
434,Muravlenko,63.7898,74.523,27.01,95,88,19.57,RU,1583625600
435,Ammon,43.4696,-111.9666,51.06,85,65,8.3,US,1583625600
436,Mwense,-10.3845,28.698,65.12,98,95,3.89,ZM,1583625600
437,Ilulissat,69.2167,-51.1,-3.35,93,88,3.06,GL,1583625600
438,Saldanha,-33.0117,17.9442,65.43,86,70,10.83,ZA,1583625600
439,Allāpalli,19.4167,80.0667,70.39,90,0,3.71,IN,1583625600
440,Verkhnechusovskiye Gorodki,58.1671,57.1086,25.39,87,100,11.16,RU,1583625600
441,Port Hedland,-20.3167,118.5667,92.44,31,12,7.23,AU,1583625600
442,Namatanai,-3.6667,152.4333,84.51,72,99,6.93,PG,1583625600
443,Quisqueya,18.5554,-69.4081,72.57,77,0,1.48,DO,1583625600
444,Kurush,41.2841,47.8345,41.83,29,54,8.28,RU,1583625600
445,Novokruchininskiy,51.7833,113.7667,-0.54,79,67,2.46,RU,1583625600
446,Doka,13.5167,35.7667,75.02,25,37,9.26,SD,1583625600
447,Isla Aguada,18.7833,-91.4667,76.26,72,44,14.41,MX,1583625600
448,Marsh Harbour,26.5412,-77.0636,64.26,64,61,24.85,BS,1583625600
449,Sirte,31.2089,16.5887,58.6,74,92,10.85,LY,1583625600
450,Muroto-misakicho,33.2833,134.15,54.9,81,73,5.93,JP,1583625600
451,Mykolayivka,47.5414,30.7561,45.7,93,33,8.97,UA,1583625600
452,Urucará,-2.5364,-57.76,79.95,74,100,2.53,BR,1583625600
453,Kargasok,59.0556,80.8572,28.78,90,96,17.31,RU,1583625600
454,Shache,38.4167,77.2406,41.4,46,100,5.08,CN,1583625600
455,Cap Malheureux,-19.9842,57.6142,79.79,84,89,17.18,MU,1583625600
456,Nova Olímpia,-14.7972,-57.2881,78.82,63,100,2.68,BR,1583625600
457,Kualakapuas,-3.0091,114.3876,76.8,95,100,2.01,ID,1583625600
458,Balkhash,46.844,74.9804,-0.08,71,0,7.65,KZ,1583625600
459,Beringovskiy,63.05,179.3167,-5.46,95,27,10.83,RU,1583625600
460,Noyabrsk,63.1994,75.4507,27.25,96,89,12.08,RU,1583625600
461,Lianran,24.9227,102.485,53.91,72,0,7.85,CN,1583625600
462,Marsá Maţrūḩ,31.3525,27.2453,61.74,80,0,16.78,EG,1583625600
463,Tahe,52.3333,124.7333,9.91,82,23,15.79,CN,1583625600
464,Baykit,61.67,96.37,-7.56,97,100,2.86,RU,1583625600
465,Shimoda,34.6667,138.95,52.52,85,100,26.6,JP,1583625600
466,Dosso,13.049,3.1937,82.87,10,0,8.43,NE,1583625600
467,San Quintín,30.4833,-115.95,58.23,70,79,10.16,MX,1583625600
468,Yar-Sale,66.8333,70.8333,22.19,88,100,11.34,RU,1583625600
469,Armidale,-30.5167,151.65,65.37,68,91,12.03,AU,1583625600
470,Avdon,54.6667,55.7167,20.93,79,100,15.61,RU,1583625600
471,Peru,40.7537,-86.0689,40.35,58,0,7.16,US,1583625600
472,Ewo,-0.8725,14.8206,68.29,97,96,4.03,CG,1583625600
473,Chernyshevskiy,63.0128,112.4714,-32.67,93,0,4.65,RU,1583625600
474,Saint-Louis,16.3333,-15.0,83.84,9,7,10.74,SN,1583625600
475,Santiago del Estero,-27.7951,-64.2615,81.01,37,0,4.41,AR,1583625600
476,Inhambane,-23.865,35.3833,76.91,76,64,15.03,MZ,1583625600
477,Hirara,24.8,125.2833,70.81,82,96,13.4,JP,1583625600
478,Grão Mogol,-16.5594,-42.8897,67.71,99,99,3.74,BR,1583625600
479,Tigil',57.8,158.6667,8.73,92,98,9.35,RU,1583625600
480,Kumul,42.8,93.45,26.19,44,100,18.9,CN,1583625600
481,Prainha,-1.8,-53.48,75.56,96,97,5.3,BR,1583625600
482,Okahandja,-21.9833,16.9167,65.95,50,32,5.59,NA,1583625600
483,Manakara,-22.1333,48.0167,74.77,93,82,8.46,MG,1583625600
484,Mana,5.6592,-53.7767,72.41,91,95,2.98,GF,1583625600
485,Ayagoz,47.9714,80.4392,-7.92,73,16,2.15,KZ,1583625600
486,General Roca,-39.0333,-67.5833,79.16,9,68,11.92,AR,1583625600
487,Poum,-20.2333,164.0167,81.91,77,100,17.4,NC,1583625600
488,Helong,42.5397,128.9972,30.81,82,51,3.87,CN,1583625600
489,The Valley,18.217,-63.0578,78.01,75,0,14.76,AI,1583625600
490,Namikupa,-10.8333,39.6,72.25,97,84,2.48,TZ,1583625600
491,Danville,36.586,-79.395,42.19,54,0,6.46,US,1583625600
492,Beyşehir,37.6773,31.7246,41.2,64,20,3.85,TR,1583625600
493,Magalia,39.8121,-121.5783,51.53,95,99,6.85,US,1583625600
494,Bodmin,50.4715,-4.7243,49.95,95,100,28.95,GB,1583625600
495,Cherskiy,68.75,161.3,-5.71,85,0,8.61,RU,1583625600
496,Quelimane,-17.8786,36.8883,76.84,91,3,9.75,MZ,1583625600
497,Quebo,11.3333,-14.9333,70.36,94,0,4.09,GW,1583625600
498,Haifa,32.8156,34.9892,58.64,81,0,4.03,IL,1583625600
499,Vilhena,-12.7406,-60.1458,74.68,87,95,2.48,BR,1583625600
500,Flinders,-34.5833,150.8552,67.84,72,100,18.37,AU,1583625600
501,Los Andes,-32.8337,-70.5983,70.32,38,0,1.48,CL,1583625600
502,Nogales,31.3086,-110.9422,68.76,29,9,22.59,MX,1583625600
503,Esim,4.8699,-2.2405,78.55,88,94,2.75,GH,1583625600
504,Margate,51.3813,1.3862,49.39,85,99,25.19,GB,1583625600
505,Morehead,37.2711,-87.1764,44.64,57,0,3.67,US,1583625600
506,Brownsville,25.9018,-97.4975,68.92,57,59,14.38,US,1583625600
507,Teahupoo,-17.8333,-149.2667,86.88,68,86,4.34,PF,1583625600
508,Storforshei,66.4043,14.5233,15.15,83,36,6.08,NO,1583625600
509,Mananum,8.8333,124.95,79.83,76,83,4.79,PH,1583625600
510,Tiznit Province,29.5833,-9.5,61.79,32,0,2.21,MA,1583625600
511,Evensk,61.95,159.2333,-4.5,93,98,1.61,RU,1583625600
512,Óbidos,-1.9175,-55.5181,81.09,74,88,1.1,BR,1583625600
513,Praia,14.9215,-23.5087,70.45,89,46,13.33,CV,1583625600
514,Katobu,-4.9408,122.5276,79.86,86,96,3.27,ID,1583625600
515,Oni,42.5794,43.4425,33.46,65,40,5.32,GE,1583625600
516,Yeppoon,-23.1333,150.7333,84.13,75,66,11.65,AU,1583625600
517,Yantongshan,43.2919,126.0094,33.4,94,96,6.73,CN,1583625600
518,São João da Barra,-21.6403,-41.0511,73.13,86,69,8.46,BR,1583625600
519,Liverpool,53.4106,-2.9779,50.02,85,100,15.86,GB,1583625600
520,Kawalu,-7.3817,108.2082,72.91,79,98,2.37,ID,1583625600
521,San Ignacio,17.1561,-89.0714,71.53,80,94,2.01,BZ,1583625600
522,Rehli,23.6333,79.0833,60.57,37,0,5.77,IN,1583625600
523,Challapata,-18.9,-66.7667,53.42,61,56,10.27,BO,1583625600
524,Hamilton,39.1834,-84.5333,39.9,58,0,3.51,US,1583625600
525,Miraflores,19.2167,-98.8083,68.25,40,73,2.37,MX,1583625600
526,Marzuq,14.4,46.4667,62.22,60,81,2.95,YE,1583625600
527,Narkevychi,49.5172,26.6418,44.46,91,100,6.42,UA,1583625600
528,Oktyabr'skoye,43.0645,44.7417,46.51,39,96,2.57,RU,1583625600
529,Yeniseysk,58.4497,92.1703,9.52,89,100,12.48,RU,1583625600
530,Kilgore,32.3863,-94.8758,54.86,60,100,7.76,US,1583625600
531,Wanning,18.8003,110.3967,73.94,89,89,12.37,CN,1583625600
532,Gondanglegi,-7.7479,112.0132,75.33,90,100,2.21,ID,1583625600
533,Solnechnyy,50.7214,136.6319,23.81,83,62,2.71,RU,1583625600
534,Gamba,-2.65,10.0,73.54,90,100,4.63,GA,1583625600
535,Abu Dhabi,24.4667,54.3667,72.5,52,0,9.98,AE,1583625600
536,Rome,43.2128,-75.4557,24.64,78,0,7.16,US,1583625600
537,Mahajanga,-15.7167,46.3167,76.03,93,100,8.46,MG,1583625600
